Invoice/Item Number,Date,Store Name,Zip Code,Vendor Name,Item Number,Bottles Sold,Sale,Volume Sold (Liters)
INV-48069400005,2022-06-06,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,DIAGEO AMERICAS,40926,12,148.56,9.0
INV-48400100137,2022-06-16,HY-VEE FOOD STORE / CEDAR FALLS,50613,jim beam brands,44557,4,42.0,3.0
INV-48096000013,2022-06-06,HY-VEE #4 / WDM,50265,CEDAR RIDGE VINEYARDS LL,26474,6,268.56,4.5
INV-48414900017,2022-06-16,HY-VEE FOOD STORE #1 / MASON CITY,50401,HEAVEN HILL BRANDS,11776,12,94.2,9.0
INV-48369900088,2022-06-15,HY-VEE #7 / CEDAR RAPIDS,52411,sazerac company  inc,37938,6,64.02,10.5
INV-48069000015,2022-06-06,HY-VEE FOOD STORE / CORALVILLE,52241,MISSISSIPPI RIVER DISTIL,37642,6,74.28,4.5
INV-48369900008,2022-06-15,HY-VEE #7 / CEDAR RAPIDS,52411,diageo americas,5349,2,79.5,3.5
INV-48369900157,2022-06-15,HY-VEE #7 / CEDAR RAPIDS,52411,jim beam brands,82637,3,35.43,3.0
INV-48388800194,2022-06-16,HY-VEE #3 / BDI / DES MOINES,50320,pernod ricard usa,42716,480,6115.2,360.0
INV-48070300067,2022-06-06,HY-VEE #3 / BDI / DES MOINES,50320,diageo americas,64716,12,296.88,9.0
INV-48161000088,2022-06-08,HY-VEE FOOD STORE / CORALVILLE,52241,SAZERAC COMPANY  INC,35318,6,62.28,10.5
INV-48367700074,2022-06-15,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,PERNOD RICARD USA,88188,6,224.82,10.5
INV-48115300225,2022-06-07,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,DIAGEO AMERICAS,11298,3,152.97,5.25
INV-48415000023,2022-06-16,HY-VEE FOOD STORE #1 / MASON CITY,50401,SAZERAC COMPANY  INC,80394,1,12.75,0.75
INV-48096000206,2022-06-06,HY-VEE #4 / WDM,50265,PROXIMO,89198,6,193.5,10.5
INV-48388800128,2022-06-16,HY-VEE #3 / BDI / DES MOINES,50320,sazerac company  inc,66636,144,2916.0,108.0
INV-48115300082,2022-06-07,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,PROXIMO,58842,6,78.66,10.5
INV-48480200003,2022-06-20,HY-VEE #3 / BDI / DES MOINES,50320,cedar ridge vineyards ll,16050,6,225.0,4.5
INV-48115300007,2022-06-07,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,PROXIMO,58835,6,41.58,4.8
INV-48478000027,2022-06-20,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,LUXCO INC,87646,12,207.0,9.0
INV-48166800036,2022-06-08,HY-VEE #7 / CEDAR RAPIDS,52411,jim beam brands,28718,,90.0,10.5
INV-48400100008,2022-06-16,HY-VEE FOOD STORE / CEDAR FALLS,50613,diageo americas,11298,3,152.97,5.25
INV-48099500004,2022-06-06,HY-VEE #7 / CEDAR RAPIDS,52411,soda jerk llc,24858,,180.0,4.5
INV-48166800122,2022-06-08,HY-VEE #7 / CEDAR RAPIDS,52411,mhw ltd,80024,3,47.22,2.25
INV-48376000043,2022-06-15,HY-VEE FOOD STORE / CORALVILLE,52241,JIM BEAM BRANDS,22788,,72.0,10.5
INV-48115300209,2022-06-07,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,"MARUSSIA BEVERAGES USA, INC / NICHE IMPORT",217215,2,97.24,1.5
INV-48096000177,2022-06-06,HY-VEE #4 / WDM,50265,LUXCO INC,36305,12,60.12,9.0
INV-48096000172,2022-06-06,HY-VEE #4 / WDM,50265,E & J GALLO WINERY,36618,4,45.0,3.0
INV-48069400114,2022-06-06,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,SAZERAC COMPANY  INC,88036,12,135.24,9.0
INV-48388800052,2022-06-16,HY-VEE #3 / BDI / DES MOINES,50320,constellation brands inc,33658,12,144.0,9.0
INV-48400100194,2022-06-16,HY-VEE FOOD STORE / CEDAR FALLS,50613,diageo americas,77988,2,24.76,1.5
INV-48477700078,2022-06-20,HY-VEE FOOD STORE / CORALVILLE,52241,DIAGEO AMERICAS,34457,12,272.88,12.0
INV-48096000158,2022-06-06,HY-VEE #4 / WDM,50265,DIAGEO AMERICAS,77900,6,74.28,4.5
INV-48115300017,2022-06-07,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,HEAVEN HILL BRANDS,40053,12,153.0,9.0
INV-48400100041,2022-06-16,HY-VEE FOOD STORE / CEDAR FALLS,50613,laird & company,23626,12,63.0,9.0
INV-48195100009,2022-06-09,HY-VEE FOOD STORE / CEDAR FALLS,50613a,intercontinental packaging company/prestige beverage group,15248,6,90.0,10.5
INV-48479400058,2022-06-20,HY-VEE #3 / BDI / DES MOINES,50320a,heaven hill brands,40327,12,153.0,9.0
INV-48388800073,2022-06-16,HY-VEE #3 / BDI / DES MOINES,50320,phillips beverage,37348,6,68.4,10.5
INV-48127700007,2022-06-07,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,DIAGEO AMERICAS,11294,2,25.48,0.75
INV-48099600074,2022-06-06,HY-VEE #7 / CEDAR RAPIDS,52411,mhw ltd,42204,3,47.22,2.25
INV-48376000063,2022-06-15,HY-VEE FOOD STORE / CORALVILLE,52241,SAZERAC COMPANY  INC,64867,12,204.12,12.0
INV-48400100060,2022-06-16,HY-VEE FOOD STORE / CEDAR FALLS,50613,western spirits beverage,27433,6,103.5,4.5
INV-48389900044,2022-06-16,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,OLE SMOKY DISTILLERY LLC,86843,6,99.0,4.5
INV-48479400159,2022-06-20,HY-VEE #3 / BDI / DES MOINES,50320,diageo americas,69947,60,1425.6,60.0
INV-48369900098,2022-06-15,HY-VEE #7 / CEDAR RAPIDS,52411,heaven hill brands,40331,3,38.25,2.25
INV-48399800003,2022-06-16,HY-VEE FOOD STORE / CEDAR FALLS,50613a,brown forman corp.,920376,2,92.94,1.5
INV-48115300024,2022-06-07,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,LUXCO INC,87596,6,135.0,4.5
INV-48479400081,2022-06-20,HY-VEE #3 / BDI / DES MOINES,50320,heaven hill brands,52319,12,128.4,12.0
INV-48389900018,2022-06-16,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,MCCORMICK DISTILLING CO.,36886,12,62.88,9.0
INV-48389900004,2022-06-16,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,DIAGEO AMERICAS,11298,6,305.94,10.5
INV-48161000124,2022-06-08,HY-VEE FOOD STORE / CORALVILLE,52241,FIFTH GENERATION INC,38174,36,292.68,13.5
INV-48369900084,2022-06-15,HY-VEE #7 / CEDAR RAPIDS,52411,mccormick distilling co.,36903,3,5.1,0.6
INV-48376000042,2022-06-15,HY-VEE FOOD STORE / CORALVILLE,52241,DIAGEO AMERICAS,25608,6,116.64,10.5
INV-48195100149,2022-06-09,HY-VEE FOOD STORE / CEDAR FALLS,50613,bacardi usa inc,47865,1,48.0,0.75
INV-48367700066,2022-06-15,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,HEAVEN HILL BRANDS,17919,18,810.0,31.5
INV-48369900065,2022-06-15,HY-VEE #7 / CEDAR RAPIDS,52411,pernod ricard usa,32237,3,38.22,3.0
INV-48176500074,2022-06-08,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,LUXCO INC,86251,12,43.56,12.0
INV-48369900153,2022-06-15,HY-VEE #7 / CEDAR RAPIDS,52411,diageo americas,77709,3,37.14,2.25
INV-48388800188,2022-06-16,HY-VEE #3 / BDI / DES MOINES,50320,bacardi usa inc,34422,90,2565.0,90.0
INV-48127700068,2022-06-07,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,LUXCO INC,86506,12,61.56,9.0
INV-48424500001,2022-06-17,HY-VEE #3 / BDI / DES MOINES,50320,diageo americas,77637,48,594.24,36.0
INV-48070300081,2022-06-06,HY-VEE #3 / BDI / DES MOINES,50320,diageo americas,77632,,148.56,9.0
INV-48369900047,2022-06-15,HY-VEE #7 / CEDAR RAPIDS,52411,western spirits beverage,26362,6,103.5,4.5
INV-48399900018,2022-06-16,HY-VEE FOOD STORE / CEDAR FALLS,50613,piedmont distillers inc,76023,2,51.48,0.1
INV-48070300050,2022-06-06,HY-VEE #3 / BDI / DES MOINES,50320,jim beam brands,44557,24,252.0,18.0
INV-48400100062,2022-06-16,HY-VEE FOOD STORE / CEDAR FALLS,50613,jim beam brands,27544,5,82.5,3.75
INV-48176500085,2022-06-08,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,LUXCO INC,87937,12,141.0,12.0
INV-48400100159,2022-06-16,HY-VEE FOOD STORE / CEDAR FALLS,50613,proximo,58902,6,41.4,1.2
INV-48115300029,2022-06-07,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,PERNOD RICARD USA,28086,12,206.88,9.0
INV-48127600040,2022-06-07,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,PERNOD RICARD USA,15667,12,404.64,9.0
INV-48127500003,2022-06-07,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,BROWN FORMAN CORP.,16222,18,499.5,12.6
INV-48070300126,2022-06-06,HY-VEE #3 / BDI / DES MOINES,50320,jim beam brands,89787,12,213.0,12.0
INV-48070300155,2022-06-06,HY-VEE #3 / BDI / DES MOINES,50320,remy cointreau usa inc,64776,120,3866.4,90.0
INV-48070300145,2022-06-06,HY-VEE #3 / BDI / DES MOINES,50320,luxco inc,45277,,397.8,60.0
INV-48479400092,2022-06-20,HY-VEE #3 / BDI / DES MOINES,50320,jim beam brands,67006,,206.88,9.0
INV-48099600033,2022-06-06,HY-VEE #7 / CEDAR RAPIDS,52411,proximo,27605,3,61.89,2.25
INV-48096000125,2022-06-06,HY-VEE #4 / WDM,50265,WILLIAM GRANT & SONS INC,5635,6,180.0,4.5
INV-48127600008,2022-06-07,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,PERNOD RICARD USA,34014,,179.88,9.0
INV-48096000121,2022-06-06,HY-VEE #4 / WDM,50265,BACARDI USA INC,4868,6,238.5,10.5
INV-48400100001,2022-06-16,HY-VEE FOOD STORE / CEDAR FALLS,50613,heaven hill brands,10550,,94.2,9.0
INV-48367700029,2022-06-15,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,"BLUE OX SPIRITS, INC.",36874,,79.2,12.0
INV-48479400075,2022-06-20,HY-VEE #3 / BDI / DES MOINES,50320,jim beam brands,44442,6,73.8,4.5
INV-48367700027,2022-06-15,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,PERNOD RICARD USA,34006,12,179.88,9.0
INV-48127700044,2022-06-07,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,HEAVEN HILL BRANDS,43025,12,108.0,9.0
INV-48069400072,2022-06-06,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,DIAGEO AMERICAS,25608,6,116.64,10.5
INV-48388800062,2022-06-16,HY-VEE #3 / BDI / DES MOINES,50320,proximo,34995,24,358.56,18.0
INV-48069000063,2022-06-06,HY-VEE FOOD STORE / CORALVILLE,52241,PHILLIPS BEVERAGE,37347,12,77.28,12.0
INV-48488000061,2022-06-20,HY-VEE #4 / WDM,50265,MISSISSIPPI RIVER DISTIL,80239,6,91.56,4.5
INV-48195100089,2022-06-09,HY-VEE FOOD STORE / CEDAR FALLS,50613,luxco inc,36302,4,6.92,0.8
INV-48388400004,2022-06-16,HY-VEE #3 / BDI / DES MOINES,50320,pernod ricard usa,42716,48,611.52,36.0
INV-48070300047,2022-06-06,HY-VEE #3 / BDI / DES MOINES,50320,diageo americas,43338,6,162.0,10.5
INV-48400100088,2022-06-16,HY-VEE FOOD STORE / CEDAR FALLS,50613,sazerac company  inc,35316,4,20.24,3.0
INV-48369900066,2022-06-15,HY-VEE #7 / CEDAR RAPIDS,52411,pernod ricard usa,34004,3,22.47,1.12
INV-48176500167,2022-06-08,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,DIAGEO AMERICAS,78128,4,44.84,0.2
INV-48127600067,2022-06-07,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,CONSTELLATION BRANDS INC,16799,6,291.06,4.5
INV-48115300066,2022-06-07,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,WILLIAM GRANT & SONS INC,28625,6,171.0,4.5
INV-48099600004,2022-06-06,HY-VEE #7 / CEDAR RAPIDS,52411,diageo americas,5326,3,96.72,2.25
INV-48388800002,2022-06-16,HY-VEE #3 / BDI / DES MOINES,50320,jim beam brands,10627,12,174.84,12.0
INV-48070300004,2022-06-06,HY-VEE #3 / BDI / DES MOINES,50320,jim beam brands,19477,,2835.0,84.0
INV-48367700043,2022-06-15,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,PROXIMO,58910,,41.76,1.2
INV-48414700012,2022-06-16,HY-VEE FOOD STORE #1 / MASON CITY,50401,HEAVEN HILL BRANDS,18656,1,45.0,0.75
INV-48400100040,2022-06-16,HY-VEE FOOD STORE / CEDAR FALLS,50613,brown forman corp.,22215,12,404.88,9.0
INV-48069400129,2022-06-06,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,BACARDI USA INC,43128,6,135.0,10.5
INV-48400100122,2022-06-16,HY-VEE FOOD STORE / CEDAR FALLS,50613,heaven hill brands,41316,4,27.0,3.0
INV-48415000051,2022-06-16,HY-VEE FOOD STORE #1 / MASON CITY,50401,MISSISSIPPI RIVER DISTIL,28131,1,24.0,0.75
INV-48115300194,2022-06-07,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,MCCORMICK DISTILLING CO.,65200,2,34.5,1.5
INV-48127700064,2022-06-07,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,DUNKEL CORPORATION / IOWA DISTILLING,78115,2,25.14,0.1
INV-48176500158,2022-06-08,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,SAZERAC COMPANY  INC,69631,4,30.0,0.2
INV-48367700042,2022-06-15,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,PROXIMO,58835,6,41.58,4.8
INV-48388800026,2022-06-16,HY-VEE #3 / BDI / DES MOINES,50320,jim beam brands,19067,48,936.0,48.0
INV-48099600061,2022-06-06,HY-VEE #7 / CEDAR RAPIDS,52411,luxco inc,36308,6,64.56,10.5
INV-48415000061,2022-06-16,HY-VEE FOOD STORE #1 / MASON CITY,50401a,BACARDI USA INC,28893,2,42.0,1.5
INV-48070300034,2022-06-06,HY-VEE #3 / BDI / DES MOINES,50320,campari america,37987,36,522.36,36.0
INV-48070300113,2022-06-06,HY-VEE #3 / BDI / DES MOINES,50320,bacardi usa inc,88298,,263.25,5.25
INV-48388800092,2022-06-16,HY-VEE #3 / BDI / DES MOINES,50320,diageo americas,43338,12,324.0,21.0
INV-48096000154,2022-06-06,HY-VEE #4 / WDM,50265,FIFTH GENERATION INC,38176,240,3600.0,180.0
INV-48479400117,2022-06-20,HY-VEE #3 / BDI / DES MOINES,50320,jim beam brands,82626,24,243.12,18.0
INV-48414500004,2022-06-16,HY-VEE FOOD STORE #1 / MASON CITY,50401,SAZERAC COMPANY  INC,36900,144,1494.72,252.0
INV-48127700008,2022-06-07,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,PHILLIPS BEVERAGE,15582,,181.32,9.0
INV-48369900140,2022-06-15,HY-VEE #7 / CEDAR RAPIDS,52411,diageo americas,68031,1,44.7,1.0
INV-48099600023,2022-06-06,HY-VEE #7 / CEDAR RAPIDS,52411,jim beam brands,19475,3,42.0,1.12
INV-48115300140,2022-06-07,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,"MAST-JAGERMEISTER US, INC",88354,4,48.12,1.5
INV-48115300049,2022-06-07,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,JIM BEAM BRANDS,24458,24,396.0,42.0
INV-48479300003,2022-06-20,HY-VEE #3 / BDI / DES MOINES,50320,maison ferrand usa,965803,12,233.64,9.0
INV-48069000054,2022-06-06,HY-VEE FOOD STORE / CORALVILLE,52241,BROWN FORMAN CORP.,64676,12,360.0,9.0
INV-48115300228,2022-06-07,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,CAMPARI AMERICA,22121,3,54.0,2.25
INV-48115300141,2022-06-07,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,DIAGEO AMERICAS,43334,3,22.5,1.12
INV-48400100168,2022-06-16,HY-VEE FOOD STORE / CEDAR FALLS,50613,sazerac company  inc,64864,8,64.0,3.0
INV-48096000105,2022-06-06,HY-VEE #4 / WDM,50265,JIM BEAM BRANDS,86103,12,42.0,12.0
INV-48477700024,2022-06-20,HY-VEE FOOD STORE / CORALVILLE,52241,BROWN FORMAN CORP.,16222,6,166.5,4.2
INV-48414900007,2022-06-16,HY-VEE FOOD STORE #1 / MASON CITY,50401,WESTERN SPIRITS BEVERAGE,26085,6,103.5,4.5
INV-48127600035,2022-06-07,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,FIFTH GENERATION INC,38176,240,3600.0,180.0
INV-48369900053,2022-06-15,HY-VEE #7 / CEDAR RAPIDS,52411,jim beam brands,27056,3,63.0,2.25
INV-48096000069,2022-06-06,HY-VEE #4 / WDM,50265,OLE SMOKY DISTILLERY LLC,76410,,112.5,4.5
INV-48376000045,2022-06-15,HY-VEE FOOD STORE / CORALVILLE,52241,PERNOD RICARD USA,67526,12,233.88,9.0
INV-48484400081,2022-06-20,HY-VEE #7 / CEDAR RAPIDS,52411,e & j gallo winery,52597,3,32.58,3.0
INV-48169600007,2022-06-08,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,DIAGEO AMERICAS,87103,6,157.5,4.5
INV-48369900161,2022-06-15,HY-VEE #7 / CEDAR RAPIDS,52411,heaven hill brands,86796,3,24.75,2.25
INV-48191100121,2022-06-09,HY-VEE #3 / BDI / DES MOINES,50320,luxco inc,76487,12,72.96,12.0
INV-48127600028,2022-06-07,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,DIAGEO AMERICAS,78071,12,148.56,9.0
INV-48070300140,2022-06-06,HY-VEE #3 / BDI / DES MOINES,50320,"blue ox spirits, inc.",36874,,158.4,24.0
INV-48115300039,2022-06-07,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,SAZERAC COMPANY  INC,69658,12,263.88,21.0
INV-48115300174,2022-06-07,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,MHW LTD,42242,3,47.22,2.25
INV-48479400154,2022-06-20,HY-VEE #3 / BDI / DES MOINES,50320,bacardi usa inc,43127,60,855.0,60.0
INV-48069400033,2022-06-06,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,DIAGEO AMERICAS,36188,6,87.66,10.5
INV-48415000038,2022-06-16,HY-VEE FOOD STORE #1 / MASON CITY,50401,PROXIMO,14199,,37.5,1.75
INV-48388800176,2022-06-16,HY-VEE #3 / BDI / DES MOINES,50320,jim beam brands,88556,24,378.0,18.0
INV-48388600005,2022-06-16,HY-VEE #3 / BDI / DES MOINES,50320,heaven hill brands,18656,1,45.0,0.75
INV-48376000013,2022-06-15,HY-VEE FOOD STORE / CORALVILLE,52241,BROWN FORMAN CORP.,26820,24,288.0,9.0
INV-48388800172,2022-06-16,HY-VEE #3 / BDI / DES MOINES,50320,diageo americas,87485,60,2699.4,45.0
INV-48488000009,2022-06-20,HY-VEE #4 / WDM,50265,DIAGEO AMERICAS,10805,3,38.22,1.12
INV-48127600033,2022-06-07,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,BROWN FORMAN CORP.,64676,12,360.0,9.0
INV-48415000070,2022-06-16,HY-VEE FOOD STORE #1 / MASON CITY,50401,DIAGEO AMERICAS,30318,1,16.5,1.75
INV-48111200002,2022-06-07,HY-VEE #3 / BDI / DES MOINES,50320,revelton distilling company,86421,6,151.2,0.3
INV-48099600094,2022-06-06,HY-VEE #7 / CEDAR RAPIDS,52411,sazerac company  inc,57158,6,58.5,10.5
INV-48115300229,2022-06-07,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,DIAGEO AMERICAS,28868,2,74.98,3.5
INV-48096000189,2022-06-06,HY-VEE #4 / WDM,50265,HEAVEN HILL BRANDS,41279,4,27.0,3.0
INV-48370000011,2022-06-15,HY-VEE #7 / CEDAR RAPIDS,52411,jim beam brands,35626,12,117.0,9.0
INV-48176500166,2022-06-08,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,DIAGEO AMERICAS,77955,5,56.05,0.25
INV-48069000047,2022-06-06,HY-VEE FOOD STORE / CORALVILLE,52241,HEAVEN HILL BRANDS,17956,12,153.0,9.0
INV-48166800090,2022-06-08,HY-VEE #7 / CEDAR RAPIDS,52411,campari america,43799,6,166.5,10.5
INV-48115300221,2022-06-07,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,DIAGEO AMERICAS,5318,3,108.24,2.25
INV-48191100094,2022-06-09,HY-VEE #3 / BDI / DES MOINES,50320,sazerac company  inc,59037,12,78.48,12.0
INV-48070300109,2022-06-06,HY-VEE #3 / BDI / DES MOINES,50320,constellation brands inc,87266,18,703.08,13.5
INV-48415000098,2022-06-16,HY-VEE FOOD STORE #1 / MASON CITY,50401,W J DEUTSCH & SONS LTD,27079,2,44.76,1.5
INV-48127600023,2022-06-07,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,DIAGEO AMERICAS,77847,12,148.56,9.0
INV-48069400036,2022-06-06,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,SAZERAC COMPANY  INC,34366,12,89.88,9.0
INV-48389900016,2022-06-16,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,DIAGEO AMERICAS,30316,12,90.0,9.0
INV-48367700075,2022-06-15,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,JIM BEAM BRANDS,89617,12,198.24,9.0
INV-48376000001,2022-06-15,HY-VEE FOOD STORE / CORALVILLE,52241,HEAVEN HILL BRANDS,11771,1,12.75,0.05
INV-48070100001,2022-06-06,HY-VEE #3 / BDI / DES MOINES,50320,luxco inc,85988,,270.06,2.25
INV-48191100061,2022-06-09,HY-VEE #3 / BDI / DES MOINES,50320,heaven hill brands,39922,12,153.0,9.0
INV-48367700053,2022-06-15,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,E & J GALLO WINERY,52594,24,126.0,9.0
INV-48115300044,2022-06-07,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,WILDERNESS TRAIL DISTILLERY,922077,6,225.0,4.5
INV-48096000216,2022-06-06,HY-VEE #4 / WDM,50265,BACARDI USA INC,43388,6,82.8,10.5
INV-48069400091,2022-06-06,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,LUXCO INC,17566,6,135.0,4.5
INV-48369900074,2022-06-15,HY-VEE #7 / CEDAR RAPIDS,52411,sazerac company  inc,35315,3,15.18,2.25
INV-48099600036,2022-06-06,HY-VEE #7 / CEDAR RAPIDS,52411,pernod ricard usa,28088,6,202.44,10.5
INV-48389900022,2022-06-16,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,"BLUE OX SPIRITS, INC.",39459,12,126.0,9.0
INV-48369900095,2022-06-15,HY-VEE #7 / CEDAR RAPIDS,52411,jim beam brands,38841,12,153.0,9.0
INV-48115300169,2022-06-07,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,"SOVEREIGN BRANDS, LLC",43735,2,64.48,1.5
INV-48070300087,2022-06-06,HY-VEE #3 / BDI / DES MOINES,50320,bacardi usa inc,64736,60,1275.6,45.0
INV-48400100161,2022-06-16,HY-VEE FOOD STORE / CEDAR FALLS,50613,proximo,59154,6,90.36,10.5
INV-48169600048,2022-06-08,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,FOUR ROSES DISTILLERY,18352,12,225.0,9.0
INV-48400100152,2022-06-16,HY-VEE FOOD STORE / CEDAR FALLS,50613,luxco inc,55088,6,101.64,10.5
INV-48376000047,2022-06-15,HY-VEE FOOD STORE / CORALVILLE,52241,CAMPARI AMERICA,64636,12,306.0,9.0
INV-48115300103,2022-06-07,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,SAZERAC COMPANY  INC,100423,16,144.0,1.6
INV-48414700014,2022-06-16,HY-VEE FOOD STORE #1 / MASON CITY,50401,SAZERAC COMPANY  INC,101512,2,154.8,0.1
INV-48127600030,2022-06-07,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,BROWN FORMAN CORP.,26585,60,855.0,22.5
INV-48376000016,2022-06-15,HY-VEE FOOD STORE / CORALVILLE,52241,JIM BEAM BRANDS,44476,60,630.0,45.0
INV-48070100003,2022-06-06,HY-VEE #3 / BDI / DES MOINES,50320,bacardi usa inc,88296,60,2520.0,45.0
INV-48369900100,2022-06-15,HY-VEE #7 / CEDAR RAPIDS,52411,sazerac company  inc,41209,3,42.03,2.25
INV-48115300150,2022-06-07,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,CHARLES JACQUIN ET CIE,56957,,15.84,2.0
INV-48070300029,2022-06-06,HY-VEE #3 / BDI / DES MOINES,50320,e & j gallo winery,36970,60,660.0,60.0
INV-48070300138,2022-06-06,HY-VEE #3 / BDI / DES MOINES,50320,jim beam brands,82867,144,1700.64,144.0
INV-48099600112,2022-06-06,HY-VEE #7 / CEDAR RAPIDS,52411,phillips beverage,67557,3,37.77,3.0
INV-48477700132,2022-06-20,HY-VEE FOOD STORE / CORALVILLE,52241,JIM BEAM BRANDS,88556,12,189.0,9.0
INV-48096000135,2022-06-06,HY-VEE #4 / WDM,50265,DIAGEO AMERICAS,34458,18,557.82,31.5
INV-48281500008,2022-06-13,HY-VEE #7 / CEDAR RAPIDS,52411,proximo,58865,6,78.66,10.5
INV-48400100078,2022-06-16,HY-VEE FOOD STORE / CEDAR FALLS,50613,luxco inc,31658,6,64.02,10.5
INV-48369900005,2022-06-15,HY-VEE #7 / CEDAR RAPIDS,52411,pernod ricard usa,5037,3,137.16,3.0
INV-48370000016,2022-06-15,HY-VEE #7 / CEDAR RAPIDS,52411,brown forman corp.,86670,24,572.88,18.0
INV-48400100082,2022-06-16,HY-VEE FOOD STORE / CEDAR FALLS,50613,bacardi usa inc,34433,2,45.0,1.5
INV-48190100004,2022-06-08,HY-VEE #3 / BDI / DES MOINES,50320,bacardi usa inc,43137,12,171.0,12.0
INV-48478200001,2022-06-20,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,SAZERAC COMPANY  INC,38530,36,232.2,1.8
INV-48369900069,2022-06-15,HY-VEE #7 / CEDAR RAPIDS,52411,bacardi usa inc,34423,3,38.25,1.12
INV-48389900013,2022-06-16,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,BROWN FORMAN CORP.,26823,2,12.7,0.4
INV-48400100131,2022-06-16,HY-VEE FOOD STORE / CEDAR FALLS,50613,sazerac company  inc,43237,3,29.25,2.25
INV-48281600107,2022-06-13,HY-VEE #7 / CEDAR RAPIDS,52411,e & j gallo winery,66518,12,153.0,9.0
INV-48479400043,2022-06-20,HY-VEE #3 / BDI / DES MOINES,50320,diageo americas,36870,12,409.56,12.0
INV-48388800023,2022-06-16,HY-VEE #3 / BDI / DES MOINES,50320,brown forman corp.,26828,12,570.96,21.0
INV-48477700063,2022-06-20,HY-VEE FOOD STORE / CORALVILLE,52241,WESTERN SPIRITS BEVERAGE,27433,6,103.5,4.5
INV-48369900139,2022-06-15,HY-VEE #7 / CEDAR RAPIDS,52411,phillips beverage,67557,3,37.77,3.0
INV-48478100033,2022-06-20,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,CONSTELLATION BRANDS INC,33658,24,288.0,18.0
